Date of Posting,Creator Name,Post Link,Views,Plays,Likes,Comments,Engagement Score,Virality Score,Transcript,Topic,Take for the topic,Hook Format,Story Telling Flow,CTA
2024-06-25,ParulYadav,https://www.instagram.com/the.corporate.momm/p/96877638408/,2110222,2804919,228615,12229,11.41,100,[Transcript for 'Handling sibling rivalry' — Relatable struggle format],Handling sibling rivalry,How this changed my relationship with my toddler overnight,Relatable struggle,Myth > Truth > Example > CTA,Follow for more parenting tips
2024-07-07,Arpita Axay Pithava,https://www.instagram.com/firsttimemom.official/p/27163080575/,2387975,3280114,151485,10586,6.79,100,[Transcript for 'Sleep training methods' — Relatable struggle format],Sleep training methods,How this changed my relationship with my toddler overnight,Myth busting,Myth > Truth > Example > CTA,Save this for later
2024-09-14,Meg Rogerson,https://www.instagram.com/meg.rogerson_author/p/82486850261/,1617990,1341676,157587,7967,10.23,100,[Transcript for 'Montessori at home' — Stat shock format],Montessori at home,Stop blaming yourself — it's a system problem,Story-based open loop,Myth > Truth > Example > CTA,DM me GUIDE for the free resource
2024-11-19,3mguru,https://www.instagram.com/3mguru/reels/p/27935728270/,906298,1254112,38214,1011,4.33,100,[Transcript for 'Handling sibling rivalry' — Stat shock format],Handling sibling rivalry,How this changed my relationship with my toddler overnight,Before vs After,Before > Turning point > After,DM me GUIDE for the free resource
2024-03-20,Hollie Mayes,https://www.instagram.com/hollie_mayes/p/41184782895/,1594951,1494581,191336,14474,12.9,100,[Transcript for 'ADHD parenting tips' — Relatable struggle format],ADHD parenting tips,The uncomfortable truth about modern childhood,Myth busting,Question > Answer > Evidence > CTA,Tag a mom who needs this
2024-03-16,Shweta Gandhi,https://www.instagram.com/schweta.happyminds/p/23962553700/,564520,631929,46350,2666,8.68,100,[Transcript for 'Building emotional intelligence' — Before vs After format],Building emotional intelligence,What pediatricians wish parents knew,Before vs After,Question > Answer > Evidence > CTA,DM me GUIDE for the free resource
2025-05-19,Anishkaa Malpani,https://www.instagram.com/anishkaa_malpani/p/12002600303/,830835,881092,107904,9352,14.11,100,[Transcript for 'Montessori at home' — Question hook format],Montessori at home,Most parents are doing it wrong — here's what research says,Story-based open loop,Myth > Truth > Example > CTA,Link in bio for the full guide
2024-01-01,Swati Goyal,https://www.instagram.com/iamswatigoyal_/p/78101397692/,581782,452482,45478,1571,8.09,100,[Transcript for 'Raising confident girls' — Myth busting format],Raising confident girls,What pediatricians wish parents knew,Stat shock,Before > Turning point > After,DM me GUIDE for the free resource
2025-02-06,Lauren Mejia,https://www.instagram.com/motherhood.and.montessori/p/89484160847/,2162499,2682296,218644,20155,11.04,100,[Transcript for 'Montessori at home' — Before vs After format],Montessori at home,Stop blaming yourself — it's a system problem,Bold controversial statement,Myth > Truth > Example > CTA,Link in bio for the full guide
2024-01-13,Dr. Gaayatri Rathod,https://www.instagram.com/psychiatrist.mom/p/91239584276/,443872,410986,29406,2069,7.09,100,[Transcript for 'Picky eater solutions' — Failure confession format],Picky eater solutions,Stop blaming yourself — it's a system problem,Failure confession,Problem > Agitate > Solve,Link in bio for the full guide
2024-05-08,DANNAH EVE,https://www.instagram.com/dannah_eve/p/92940354614/,1286091,1638515,164294,14601,13.91,100,[Transcript for 'Reading habits from age 1' — Failure confession format],Reading habits from age 1,The uncomfortable truth about modern childhood,Question hook,Myth > Truth > Example > CTA,Link in bio for the full guide
2025-01-31,Ambika Agarwal,https://www.instagram.com/true_parenting_story/p/43165942138/,300915,200421,33746,2880,12.17,100,[Transcript for 'Language development milestones' — Stat shock format],Language development milestones,How this changed my relationship with my toddler overnight,Relatable struggle,Question > Answer > Evidence > CTA,Share with a parent friend
2024-05-01,ParulYadav,https://www.instagram.com/the.corporate.momm/p/34606184034/,172922,115333,14892,1539,9.5,100,[Transcript for 'Age-appropriate chores' — Question hook format],Age-appropriate chores,How I changed my approach after 3 years of struggling,Story-based open loop,Hook > Story > Lesson > CTA,Link in bio for the full guide
2025-04-08,Hollie Mayes,https://www.instagram.com/hollie_mayes/p/51323587125/,1874089,2511773,256262,25272,15.02,100,[Transcript for 'Financial literacy for kids' — Myth busting format],Financial literacy for kids,How I changed my approach after 3 years of struggling,Question hook,Myth > Truth > Example > CTA,Save this for later
2024-11-07,Ankita B Chandak,https://www.instagram.com/followyourchild/p/95498159631/,997818,1165697,139669,9968,15.0,100,[Transcript for 'ADHD parenting tips' — Before vs After format],ADHD parenting tips,How this changed my relationship with my toddler overnight,Question hook,Problem > Agitate > Solve,Share with a parent friend
2024-02-04,Aditi K,https://www.instagram.com/this.mamas.diary/p/73784432392/,24173,25298,1765,193,8.1,6.0,[Transcript for 'Reducing mom guilt' — Story-based open loop format],Reducing mom guilt,Why gentle parenting is not permissive parenting,Stat shock,Hook > Story > Lesson > CTA,Follow for more parenting tips
2025-04-21,3mguru,https://www.instagram.com/3mguru/reels/p/97187443445/,297809,227117,29543,2457,10.75,100,[Transcript for 'Reading habits from age 1' — Relatable struggle format],Reading habits from age 1,Stop blaming yourself — it's a system problem,Myth busting,Myth > Truth > Example > CTA,Follow for more parenting tips
2025-03-30,Arpita Axay Pithava,https://www.instagram.com/firsttimemom.official/p/92389084889/,782376,641792,109600,5719,14.74,100,[Transcript for 'Reading habits from age 1' — Before vs After format],Reading habits from age 1,Most parents are doing it wrong — here's what research says,Myth busting,Hook > Story > Lesson > CTA,Tag a mom who needs this
2024-12-14,Supriya Malpani,https://www.instagram.com/parentingclassroom/p/15219650300/,7521,8723,1040,34,14.28,2.0,[Transcript for 'Managing tantrums in public' — Failure confession format],Managing tantrums in public,The uncomfortable truth about modern childhood,Myth busting,Question > Answer > Evidence > CTA,Link in bio for the full guide
2025-04-04,Mikita,https://www.instagram.com/moneyforkids/p/99775231521/,700605,790500,61288,6309,9.65,100,[Transcript for 'Nature play benefits' — Stat shock format],Nature play benefits,What pediatricians wish parents knew,Stat shock,Hook > Story > Lesson > CTA,Tag a mom who needs this
2024-09-20,Ambika Agarwal,https://www.instagram.com/true_parenting_story/p/78645177889/,1119682,885789,64123,2426,5.94,100,[Transcript for 'Digital detox for families' — Before vs After format],Digital detox for families,How this changed my relationship with my toddler overnight,Question hook,Before > Turning point > After,DM me GUIDE for the free resource
2025-05-26,Lauren Mejia,https://www.instagram.com/motherhood.and.montessori/p/90148738231/,1864265,2098719,214362,6456,11.84,100,[Transcript for 'Reducing mom guilt' — Failure confession format],Reducing mom guilt,What pediatricians wish parents knew,Before vs After,Question > Answer > Evidence > CTA,DM me GUIDE for the free resource
2024-05-29,Aditi K,https://www.instagram.com/this.mamas.diary/p/26300834727/,88142,112219,9692,619,11.7,23.0,[Transcript for 'Language development milestones' — Question hook format],Language development milestones,The tiny habit that transformed our mornings,Story-based open loop,Problem > Agitate > Solve,Comment your experience below
2024-03-27,Rama Yadav,https://www.instagram.com/momofdiyan/p/43277462590/,2227120,2952135,247562,24237,12.2,100,[Transcript for 'Financial literacy for kids' — Before vs After format],Financial literacy for kids,How this changed my relationship with my toddler overnight,Myth busting,Before > Turning point > After,Comment your experience below
2024-12-20,Shivani Kapoor,https://www.instagram.com/cafeparent/p/65160037995/,2235266,1575353,289467,22189,13.94,100,[Transcript for 'Nature play benefits' — Before vs After format],Nature play benefits,The tiny habit that transformed our mornings,Question hook,Before > Turning point > After,Save this for later
2025-06-10,Dr Medhat Abu Shaaban,https://www.instagram.com/doctormedhat/p/34516070144/,516410,488114,26237,823,5.24,100,[Transcript for 'Digital detox for families' — Before vs After format],Digital detox for families,How this changed my relationship with my toddler overnight,Relatable struggle,Problem > Agitate > Solve,Comment your experience below
2024-09-05,Lauren Mejia,https://www.instagram.com/motherhood.and.montessori/p/44825249513/,2157754,1429187,252455,16880,12.48,100,[Transcript for 'Managing tantrums in public' — Stat shock format],Managing tantrums in public,Why gentle parenting is not permissive parenting,Story-based open loop,Before > Turning point > After,Follow for more parenting tips
2024-05-08,Parent Wisdom,https://www.instagram.com/parent.wisdom/p/43251127230/,718919,441258,80499,4582,11.83,100,[Transcript for 'Unschooling vs traditional schooling' — Relatable struggle format],Unschooling vs traditional schooling,Stop blaming yourself — it's a system problem,Bold controversial statement,Question > Answer > Evidence > CTA,Share with a parent friend
2024-10-10,Shweta Gandhi,https://www.instagram.com/schweta.happyminds/p/34728533702/,1043577,1350028,61083,1225,5.97,100,[Transcript for 'Financial literacy for kids' — Before vs After format],Financial literacy for kids,How this changed my relationship with my toddler overnight,Myth busting,Hook > Story > Lesson > CTA,Share with a parent friend
2025-04-24,Aditi K,https://www.instagram.com/this.mamas.diary/p/20515026417/,1188748,992060,118433,6404,10.5,100,[Transcript for 'Positive discipline techniques' — Bold controversial statement format],Positive discipline techniques,Stop blaming yourself — it's a system problem,Myth busting,Before > Turning point > After,Follow for more parenting tips
2024-06-06,Parent Wisdom,https://www.instagram.com/parent.wisdom/p/62142900998/,2110206,1418115,225429,10593,11.18,100,[Transcript for 'Age-appropriate chores' — Question hook format],Age-appropriate chores,The one thing nobody tells new moms,Question hook,Myth > Truth > Example > CTA,Share with a parent friend
2025-03-17,Dr. Gaayatri Rathod,https://www.instagram.com/psychiatrist.mom/p/91864880403/,1448435,1883181,184156,4274,13.01,100,[Transcript for 'Age-appropriate chores' — Bold controversial statement format],Age-appropriate chores,The uncomfortable truth about modern childhood,Relatable struggle,Question > Answer > Evidence > CTA,Share with a parent friend
2024-10-31,Lauren Mejia,https://www.instagram.com/motherhood.and.montessori/p/82573737542/,778582,1051893,75475,5885,10.45,100,[Transcript for 'ADHD parenting tips' — Stat shock format],ADHD parenting tips,The one thing nobody tells new moms,Bold controversial statement,Myth > Truth > Example > CTA,Follow for more parenting tips
2024-01-18,Parent Wisdom,https://www.instagram.com/parent.wisdom/p/90210183916/,2036913,2779276,117655,8552,6.2,100,[Transcript for 'Teaching consent to toddlers' — Failure confession format],Teaching consent to toddlers,Why gentle parenting is not permissive parenting,Stat shock,Problem > Agitate > Solve,Share with a parent friend
2025-04-22,Parent Wisdom,https://www.instagram.com/parent.wisdom/p/87327872281/,140043,169857,20127,2175,15.93,33.0,[Transcript for 'Building emotional intelligence' — Story-based open loop format],Building emotional intelligence,Why gentle parenting is not permissive parenting,Myth busting,Problem > Agitate > Solve,Tag a mom who needs this
2025-06-04,Swati Goyal,https://www.instagram.com/iamswatigoyal_/p/74058805056/,1689669,1176978,190801,18906,12.41,100,[Transcript for 'Managing tantrums in public' — Stat shock format],Managing tantrums in public,The tiny habit that transformed our mornings,Bold controversial statement,Myth > Truth > Example > CTA,Link in bio for the full guide
2024-05-29,Parent Wisdom,https://www.instagram.com/parent.wisdom/p/76729596979/,2426314,3042940,359769,39241,16.45,100,[Transcript for 'Screen time limits for toddlers' — Stat shock format],Screen time limits for toddlers,The one thing nobody tells new moms,Stat shock,Question > Answer > Evidence > CTA,Save this for later
2024-06-03,Dr. Gaayatri Rathod,https://www.instagram.com/psychiatrist.mom/p/11033644929/,1960029,2288703,256222,20889,14.14,100,[Transcript for 'Positive discipline techniques' — Stat shock format],Positive discipline techniques,Stop blaming yourself — it's a system problem,Before vs After,Before > Turning point > After,Comment your experience below
2025-03-15,Meg Rogerson,https://www.instagram.com/meg.rogerson_author/p/17094215525/,2179161,2746441,151763,11515,7.49,100,[Transcript for 'Age-appropriate chores' — Stat shock format],Age-appropriate chores,What pediatricians wish parents knew,Bold controversial statement,Before > Turning point > After,DM me GUIDE for the free resource
2025-04-15,Mikita,https://www.instagram.com/moneyforkids/p/17323910914/,2459333,2074377,353190,33308,15.72,100,[Transcript for 'ADHD parenting tips' — Stat shock format],ADHD parenting tips,Stop blaming yourself — it's a system problem,Relatable struggle,Problem > Agitate > Solve,DM me GUIDE for the free resource
2025-06-20,ParulYadav,https://www.instagram.com/the.corporate.momm/p/99817897562/,251756,192468,35103,752,14.24,88.0,[Transcript for 'Sleep training methods' — Relatable struggle format],Sleep training methods,Most parents are doing it wrong — here's what research says,Myth busting,Problem > Agitate > Solve,DM me GUIDE for the free resource
2025-01-27,Ishinna B. Sadana,https://www.instagram.com/ishinna_b_sadana/p/75268093915/,56499,64350,5383,402,10.24,22.0,[Transcript for 'Nature play benefits' — Bold controversial statement format],Nature play benefits,The uncomfortable truth about modern childhood,Story-based open loop,Myth > Truth > Example > CTA,Follow for more parenting tips
2025-02-04,Dr Medhat Abu Shaaban,https://www.instagram.com/doctormedhat/p/31314430155/,415289,554627,57520,1780,14.28,100,[Transcript for 'Montessori at home' — Before vs After format],Montessori at home,How this changed my relationship with my toddler overnight,Question hook,Question > Answer > Evidence > CTA,Share with a parent friend
2024-05-30,Shweta Gandhi,https://www.instagram.com/schweta.happyminds/p/77751213008/,908959,1209372,51811,2664,5.99,100,[Transcript for 'ADHD parenting tips' — Stat shock format],ADHD parenting tips,Why gentle parenting is not permissive parenting,Relatable struggle,Myth > Truth > Example > CTA,Share with a parent friend
2024-01-23,Arpita Axay Pithava,https://www.instagram.com/firsttimemom.official/p/95171107171/,1155782,1370010,104669,5610,9.54,100,[Transcript for 'Managing tantrums in public' — Before vs After format],Managing tantrums in public,Most parents are doing it wrong — here's what research says,Question hook,Problem > Agitate > Solve,Follow for more parenting tips
2025-06-05,Ambika Agarwal,https://www.instagram.com/true_parenting_story/p/96591608147/,958441,1271050,110888,5002,12.09,100,[Transcript for 'Teaching consent to toddlers' — Bold controversial statement format],Teaching consent to toddlers,Most parents are doing it wrong — here's what research says,Stat shock,Hook > Story > Lesson > CTA,Tag a mom who needs this
2025-03-31,Supriya Malpani,https://www.instagram.com/parentingclassroom/p/62496072353/,413047,288374,32404,3206,8.62,100,[Transcript for 'Picky eater solutions' — Story-based open loop format],Picky eater solutions,Stop blaming yourself — it's a system problem,Question hook,Question > Answer > Evidence > CTA,DM me GUIDE for the free resource
2025-06-29,Kriti S Gupta,https://www.instagram.com/explorewithmommy/p/73976500167/,294534,295921,26447,2586,9.86,100,[Transcript for 'Raising confident girls' — Relatable struggle format],Raising confident girls,Most parents are doing it wrong — here's what research says,Story-based open loop,Question > Answer > Evidence > CTA,DM me GUIDE for the free resource
2025-02-27,Dr. Gaayatri Rathod,https://www.instagram.com/psychiatrist.mom/p/26643651615/,858775,838464,46219,3819,5.83,100,[Transcript for 'Unschooling vs traditional schooling' — Stat shock format],Unschooling vs traditional schooling,Stop blaming yourself — it's a system problem,Myth busting,Before > Turning point > After,Share with a parent friend
2025-01-21,Gigi,https://www.instagram.com/mom.ma.g/p/89846213262/,725588,923102,57670,2856,8.34,100,[Transcript for 'Handling sibling rivalry' — Stat shock format],Handling sibling rivalry,How I changed my approach after 3 years of struggling,Question hook,Question > Answer > Evidence > CTA,Tag a mom who needs this
2024-04-23,Ambika Agarwal,https://www.instagram.com/true_parenting_story/p/73117867685/,1665618,2144864,153350,5083,9.51,100,[Transcript for 'Montessori at home' — Story-based open loop format],Montessori at home,Why gentle parenting is not permissive parenting,Myth busting,Problem > Agitate > Solve,Link in bio for the full guide
2024-07-02,Rama Yadav,https://www.instagram.com/momofdiyan/p/37188895504/,2140276,2052871,255664,23514,13.04,100,[Transcript for 'Sleep training methods' — Bold controversial statement format],Sleep training methods,Science-backed method that actually works,Stat shock,Problem > Agitate > Solve,Tag a mom who needs this
2024-11-23,Scott Donnell,https://www.instagram.com/imscottdonnell/p/76382467578/,492421,500965,67857,3697,14.53,100,[Transcript for 'Managing tantrums in public' — Failure confession format],Managing tantrums in public,The one thing nobody tells new moms,Bold controversial statement,Before > Turning point > After,Share with a parent friend
2025-04-16,Gigi,https://www.instagram.com/mom.ma.g/p/71269163478/,250368,173394,18771,1440,8.07,100,[Transcript for 'ADHD parenting tips' — Question hook format],ADHD parenting tips,The one thing nobody tells new moms,Relatable struggle,Hook > Story > Lesson > CTA,Follow for more parenting tips
2025-02-27,Manita Jain,https://www.instagram.com/babyobooks/p/57704500682/,1025016,1363872,83817,9029,9.06,100,[Transcript for 'Financial literacy for kids' — Story-based open loop format],Financial literacy for kids,The tiny habit that transformed our mornings,Failure confession,Hook > Story > Lesson > CTA,Comment your experience below
2025-02-03,Hollie Mayes,https://www.instagram.com/hollie_mayes/p/34585936289/,1064474,926272,140883,16305,14.77,100,[Transcript for 'Teaching consent to toddlers' — Story-based open loop format],Teaching consent to toddlers,The one thing nobody tells new moms,Before vs After,Before > Turning point > After,Tag a mom who needs this
2024-01-05,ParulYadav,https://www.instagram.com/the.corporate.momm/p/11058630327/,47055,42874,2878,145,6.42,80.0,[Transcript for 'Managing tantrums in public' — Relatable struggle format],Managing tantrums in public,The uncomfortable truth about modern childhood,Story-based open loop,Problem > Agitate > Solve,Share with a parent friend
2024-04-24,Mikita,https://www.instagram.com/moneyforkids/p/78352052096/,1593792,1581059,116550,10798,7.99,100,[Transcript for 'Picky eater solutions' — Question hook format],Picky eater solutions,What pediatricians wish parents knew,Relatable struggle,Question > Answer > Evidence > CTA,Follow for more parenting tips
2024-09-20,Manita Jain,https://www.instagram.com/babyobooks/p/35662565208/,1431136,911247,104054,10774,8.02,100,[Transcript for 'Age-appropriate chores' — Relatable struggle format],Age-appropriate chores,Science-backed method that actually works,Failure confession,Question > Answer > Evidence > CTA,Follow for more parenting tips
2024-06-29,Dr Medhat Abu Shaaban,https://www.instagram.com/doctormedhat/p/73551527718/,2040029,2718627,203106,14562,10.67,100,[Transcript for 'Screen time limits for toddlers' — Stat shock format],Screen time limits for toddlers,The one thing nobody tells new moms,Relatable struggle,Before > Turning point > After,Tag a mom who needs this
2024-08-30,Mikita,https://www.instagram.com/moneyforkids/p/19136735162/,586811,449764,27499,1321,4.91,100,[Transcript for 'Managing tantrums in public' — Before vs After format],Managing tantrums in public,How I changed my approach after 3 years of struggling,Myth busting,Problem > Agitate > Solve,Tag a mom who needs this
2024-02-27,Arpita Axay Pithava,https://www.instagram.com/firsttimemom.official/p/11613121252/,1054402,1111579,133901,9346,13.59,100,[Transcript for 'Montessori at home' — Bold controversial statement format],Montessori at home,Most parents are doing it wrong — here's what research says,Stat shock,Hook > Story > Lesson > CTA,Follow for more parenting tips
2025-02-14,ParulYadav,https://www.instagram.com/the.corporate.momm/p/44663904186/,1166632,1295611,96455,8652,9.01,100,[Transcript for 'Montessori at home' — Question hook format],Montessori at home,What pediatricians wish parents knew,Relatable struggle,Myth > Truth > Example > CTA,Comment your experience below
2025-06-21,Supriya Malpani,https://www.instagram.com/parentingclassroom/p/85359301468/,797105,1026460,62385,7088,8.72,100,[Transcript for 'Age-appropriate chores' — Bold controversial statement format],Age-appropriate chores,What pediatricians wish parents knew,Story-based open loop,Before > Turning point > After,Follow for more parenting tips
2025-01-31,Supriya Malpani,https://www.instagram.com/parentingclassroom/p/96973076174/,1215177,910258,154350,11271,13.63,100,[Transcript for 'Screen time limits for toddlers' — Question hook format],Screen time limits for toddlers,The tiny habit that transformed our mornings,Question hook,Problem > Agitate > Solve,Save this for later
2025-01-10,Anishkaa Malpani,https://www.instagram.com/anishkaa_malpani/p/39234939087/,860213,1023565,119282,4517,14.39,100,[Transcript for 'Sleep training methods' — Before vs After format],Sleep training methods,The tiny habit that transformed our mornings,Myth busting,Before > Turning point > After,Tag a mom who needs this
2024-07-22,3mguru,https://www.instagram.com/3mguru/reels/p/99763695822/,627721,479638,27461,3015,4.86,100,[Transcript for 'Positive discipline techniques' — Relatable struggle format],Positive discipline techniques,Why gentle parenting is not permissive parenting,Failure confession,Question > Answer > Evidence > CTA,Save this for later
2024-02-08,Arpita Axay Pithava,https://www.instagram.com/firsttimemom.official/p/28295648686/,22130,27167,1869,158,9.16,5.0,[Transcript for 'ADHD parenting tips' — Myth busting format],ADHD parenting tips,What pediatricians wish parents knew,Failure confession,Hook > Story > Lesson > CTA,Tag a mom who needs this
2024-03-31,Sneha Tapadia,https://www.instagram.com/tapadia.sneha/p/61412865975/,2172938,1872296,173512,20321,8.92,100,[Transcript for 'Age-appropriate chores' — Failure confession format],Age-appropriate chores,The one thing nobody tells new moms,Stat shock,Question > Answer > Evidence > CTA,DM me GUIDE for the free resource
2025-03-05,Sangeetha,https://www.instagram.com/sangeetharofficial/p/83111138076/,1121204,1452459,99584,8324,9.62,100,[Transcript for 'Picky eater solutions' — Before vs After format],Picky eater solutions,How I changed my approach after 3 years of struggling,Myth busting,Myth > Truth > Example > CTA,Share with a parent friend
2025-04-18,DANNAH EVE,https://www.instagram.com/dannah_eve/p/41956386647/,926204,957368,87784,4356,9.95,100,[Transcript for 'Screen time limits for toddlers' — Question hook format],Screen time limits for toddlers,The one thing nobody tells new moms,Question hook,Problem > Agitate > Solve,Tag a mom who needs this
2025-04-10,Swati Goyal,https://www.instagram.com/iamswatigoyal_/p/50100583044/,543639,657752,63192,6493,12.82,100,[Transcript for 'Financial literacy for kids' — Myth busting format],Financial literacy for kids,Stop blaming yourself — it's a system problem,Question hook,Myth > Truth > Example > CTA,Follow for more parenting tips
2024-04-14,Vishruti Shah,https://www.instagram.com/vishruti_shah_unschooling/p/36282123308/,481090,301520,71138,6889,16.22,100,[Transcript for 'Raising confident girls' — Before vs After format],Raising confident girls,Why gentle parenting is not permissive parenting,Before vs After,Hook > Story > Lesson > CTA,Tag a mom who needs this
2024-01-14,Arpita Axay Pithava,https://www.instagram.com/firsttimemom.official/p/24223388277/,2191332,2084900,250774,8495,11.83,100,[Transcript for 'Picky eater solutions' — Story-based open loop format],Picky eater solutions,Stop blaming yourself — it's a system problem,Bold controversial statement,Question > Answer > Evidence > CTA,Comment your experience below
2024-06-09,Dr. Gaayatri Rathod,https://www.instagram.com/psychiatrist.mom/p/59836795807/,1201788,915862,121156,11838,11.07,100,[Transcript for 'Managing tantrums in public' — Failure confession format],Managing tantrums in public,Most parents are doing it wrong — here's what research says,Question hook,Myth > Truth > Example > CTA,Follow for more parenting tips
2024-08-21,Dr. Gaayatri Rathod,https://www.instagram.com/psychiatrist.mom/p/93967568736/,1416383,907363,91006,7114,6.93,100,[Transcript for 'Nature play benefits' — Relatable struggle format],Nature play benefits,Science-backed method that actually works,Failure confession,Problem > Agitate > Solve,Save this for later
2025-05-31,Anishkaa Malpani,https://www.instagram.com/anishkaa_malpani/p/84699795503/,474641,624699,40592,3578,9.31,100,[Transcript for 'Co-sleeping pros and cons' — Failure confession format],Co-sleeping pros and cons,How this changed my relationship with my toddler overnight,Relatable struggle,Question > Answer > Evidence > CTA,Share with a parent friend
2025-04-05,Shweta Gandhi,https://www.instagram.com/schweta.happyminds/p/10591963725/,1258995,1411846,56557,5099,4.9,100,[Transcript for 'Montessori at home' — Myth busting format],Montessori at home,The one thing nobody tells new moms,Bold controversial statement,Before > Turning point > After,DM me GUIDE for the free resource
2025-04-28,Lauren Mejia,https://www.instagram.com/motherhood.and.montessori/p/72709738698/,439529,301301,43755,1059,10.2,100,[Transcript for 'Picky eater solutions' — Bold controversial statement format],Picky eater solutions,Science-backed method that actually works,Bold controversial statement,Question > Answer > Evidence > CTA,Link in bio for the full guide
2024-06-24,Mikita,https://www.instagram.com/moneyforkids/p/45602344535/,331978,306250,41814,4533,13.96,100,[Transcript for 'Reducing mom guilt' — Relatable struggle format],Reducing mom guilt,Science-backed method that actually works,Before vs After,Problem > Agitate > Solve,Share with a parent friend
2024-04-24,3mguru,https://www.instagram.com/3mguru/reels/p/50280482753/,2299799,1918500,137478,4168,6.16,100,[Transcript for 'Raising confident girls' — Bold controversial statement format],Raising confident girls,How this changed my relationship with my toddler overnight,Question hook,Hook > Story > Lesson > CTA,Tag a mom who needs this
2024-06-05,Vishruti Shah,https://www.instagram.com/vishruti_shah_unschooling/p/88199628146/,298494,244507,35560,3612,13.12,83.0,[Transcript for 'Unschooling vs traditional schooling' — Relatable struggle format],Unschooling vs traditional schooling,What pediatricians wish parents knew,Before vs After,Myth > Truth > Example > CTA,Tag a mom who needs this
2024-05-31,Shivani Kapoor,https://www.instagram.com/cafeparent/p/46561214633/,10652,10362,1240,35,11.97,3.0,[Transcript for 'Sleep training methods' — Question hook format],Sleep training methods,Most parents are doing it wrong — here's what research says,Before vs After,Before > Turning point > After,Comment your experience below
2024-09-25,Parent Wisdom,https://www.instagram.com/parent.wisdom/p/37091639815/,1202933,1228278,148752,16762,13.76,100,[Transcript for 'Managing tantrums in public' — Story-based open loop format],Managing tantrums in public,The one thing nobody tells new moms,Story-based open loop,Myth > Truth > Example > CTA,Follow for more parenting tips
2024-05-23,Lauren Mejia,https://www.instagram.com/motherhood.and.montessori/p/80924796194/,415984,287247,42964,4840,11.49,100,[Transcript for 'Age-appropriate chores' — Failure confession format],Age-appropriate chores,How this changed my relationship with my toddler overnight,Before vs After,Question > Answer > Evidence > CTA,Follow for more parenting tips
2025-03-22,Lauren Mejia,https://www.instagram.com/motherhood.and.montessori/p/13491631604/,588125,547093,86733,9699,16.4,100,[Transcript for 'Reading habits from age 1' — Question hook format],Reading habits from age 1,Science-backed method that actually works,Story-based open loop,Myth > Truth > Example > CTA,Link in bio for the full guide
2025-06-08,Manita Jain,https://www.instagram.com/babyobooks/p/73195683879/,246307,341136,29009,3071,13.02,80.0,[Transcript for 'Reading habits from age 1' — Stat shock format],Reading habits from age 1,Why gentle parenting is not permissive parenting,Myth busting,Hook > Story > Lesson > CTA,Link in bio for the full guide
2025-02-22,Sneha Tapadia,https://www.instagram.com/tapadia.sneha/p/73219424581/,1010203,738028,40537,3942,4.4,100,[Transcript for 'Unschooling vs traditional schooling' — Question hook format],Unschooling vs traditional schooling,The tiny habit that transformed our mornings,Bold controversial statement,Before > Turning point > After,Comment your experience below
2025-03-21,Meg Rogerson,https://www.instagram.com/meg.rogerson_author/p/86722404259/,545611,470242,65048,5410,12.91,100,[Transcript for 'Handling sibling rivalry' — Failure confession format],Handling sibling rivalry,Stop blaming yourself — it's a system problem,Before vs After,Hook > Story > Lesson > CTA,Comment your experience below
2025-06-01,Kriti S Gupta,https://www.instagram.com/explorewithmommy/p/19612220818/,2208698,2675546,287245,17463,13.8,100,[Transcript for 'Picky eater solutions' — Bold controversial statement format],Picky eater solutions,Science-backed method that actually works,Before vs After,Hook > Story > Lesson > CTA,Share with a parent friend
2024-10-28,Lauren Mejia,https://www.instagram.com/motherhood.and.montessori/p/74914754809/,671442,752554,81886,7520,13.32,100,[Transcript for 'Raising confident girls' — Before vs After format],Raising confident girls,Stop blaming yourself — it's a system problem,Myth busting,Before > Turning point > After,Comment your experience below
2025-03-31,Hollie Mayes,https://www.instagram.com/hollie_mayes/p/91199828268/,1859076,1972562,191832,6674,10.68,100,[Transcript for 'Sleep training methods' — Before vs After format],Sleep training methods,Science-backed method that actually works,Stat shock,Problem > Agitate > Solve,Share with a parent friend
2025-05-07,Dr Medhat Abu Shaaban,https://www.instagram.com/doctormedhat/p/26336927608/,2019005,2418597,252005,7204,12.84,100,[Transcript for 'Reading habits from age 1' — Story-based open loop format],Reading habits from age 1,Science-backed method that actually works,Before vs After,Problem > Agitate > Solve,Comment your experience below
2025-06-18,Shweta Gandhi,https://www.instagram.com/schweta.happyminds/p/14757770953/,1876325,1835248,202859,19347,11.84,100,[Transcript for 'Teaching consent to toddlers' — Relatable struggle format],Teaching consent to toddlers,Most parents are doing it wrong — here's what research says,Bold controversial statement,Problem > Agitate > Solve,Tag a mom who needs this
2025-01-22,Sangeetha,https://www.instagram.com/sangeetharofficial/p/34256617601/,1886685,1762707,92936,2130,5.04,100,[Transcript for 'Raising confident girls' — Story-based open loop format],Raising confident girls,Science-backed method that actually works,Before vs After,Before > Turning point > After,DM me GUIDE for the free resource
2025-04-06,Shweta Gandhi,https://www.instagram.com/schweta.happyminds/p/95786743543/,1964343,1558211,107925,11642,6.09,100,[Transcript for 'Picky eater solutions' — Bold controversial statement format],Picky eater solutions,How I changed my approach after 3 years of struggling,Relatable struggle,Question > Answer > Evidence > CTA,Link in bio for the full guide
